"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"983","1173"," 6","HermosaBeachcity"," 6","0.01","0.09","0.02","0.89","0.23","0.13","0.07","0.71","0.27","0.15","0.03","1.00","0.71","0.82","0.18","0.61","0.07","0.07","0.15","0.75","0.98","0.98","0.73","0.42","0.52","0.92","0.01","0.13","0.02","0.04","0.91","0.04","0.98","0.51","0.34","0.09","0.92","0.76","0.97","0.63","0.71","0.14","0.55","0.62","0.84","0.32","0.65","0.70","0.00","0.17","0.01","0.40","0.44","0.43","0.43","0.23","0.22","0.20","0.18","0.84","0.06","0.05","0.02","0.11","0.21","0.12","0.28","0.10","0.81","0.0","0.03","0.80","0.26","0.03","0.22","0.44","0.03","0.22","1.00","1.00","1.00","0.89","0.90","1.00","0.86","0.32","0.75","0.18","0.00","0.00","0.24","0.37","0.25","0.46","0.34","0.00","1.00","0.06","0.00","0.22"
"984","1174","42","UpperGwyneddtownship"," 6","0.00","0.59","0.06","0.87","0.33","0.01","0.39","0.38","0.24","0.31","0.02","0.97","0.74","0.78","0.24","0.83","0.28","0.06","0.37","0.71","0.57","0.56","0.52","0.76","0.47","0.57","0.00","0.02","0.13","0.19","0.67","0.06","0.73","0.74","0.42","0.27","0.68","0.23","0.34","0.20","0.22","0.60","0.93","0.94","0.98","0.82","0.48","0.62","0.00","0.07","0.00","0.24","0.33","0.45","0.49","0.10","0.12","0.15","0.15","0.88","0.10","0.24","0.26","0.62","0.69","0.26","0.84","0.03","0.23","0.5","0.01","0.82","0.78","0.00","0.48","0.73","0.04","0.30","0.44","0.46","0.48","0.67","0.64","0.76","0.71","0.38","0.51","0.42","0.00","0.00","0.17","0.75","0.62","0.67","0.66","0.02","0.12","0.19","0.00","0.02"
"985","1175"," 9","Simsburytown"," 6","0.02","0.51","0.02","0.96","0.10","0.02","0.40","0.36","0.23","0.31","0.00","0.00","0.87","0.77","0.27","0.89","0.29","0.07","0.53","0.87","0.80","0.78","0.65","0.35","0.49","0.80","0.00","0.02","0.09","0.06","0.92","0.10","0.69","0.32","0.58","0.05","0.90","0.20","0.31","0.24","0.23","0.49","0.92","0.94","0.94","0.74","0.33","0.49","0.00","0.04","0.01","0.21","0.18","0.27","0.30","0.09","0.07","0.10","0.10","0.91","0.02","0.12","0.14","0.55","0.58","0.30","0.85","0.02","0.23","0.5","0.01","0.90","0.81","0.09","0.61","0.63","0.00","0.09","0.60","0.62","0.62","0.65","0.66","0.80","0.70","0.45","0.42","0.32","0.00","0.00","0.18","0.39","0.71","0.72","0.61","0.10","0.05","0.15","0.00","0.00"
"986","1177","19","Dubuquecity"," 6","0.08","0.45","0.01","0.98","0.04","0.01","0.47","0.48","0.36","0.50","0.09","1.00","0.25","0.47","0.38","0.62","0.57","0.30","0.59","0.28","0.25","0.24","0.12","0.12","0.11","0.19","0.05","0.28","0.32","0.36","0.30","0.29","0.50","0.49","0.59","0.46","0.37","0.30","0.46","0.27","0.29","0.48","0.72","0.77","0.73","0.74","0.74","0.73","0.02","0.13","0.01","0.68","0.57","0.56","0.51","0.07","0.05","0.05","0.04","0.96","0.04","0.22","0.21","0.41","0.52","0.22","0.67","0.06","0.46","0.5","0.05","0.85","0.60","0.30","0.53","0.27","0.14","0.10","0.08","0.08","0.07","0.15","0.16","0.18","0.15","0.37","0.13","0.28","0.05","0.19","0.04","0.81","0.63","0.76","0.69","0.07","0.21","0.06","0.00","0.13"
"987","1178","55","Whitewatercity"," 6","0.00","0.65","0.04","0.93","0.10","0.03","1.00","1.00","1.00","0.24","0.00","0.00","0.13","0.59","0.38","0.71","0.39","0.13","0.35","0.33","0.14","0.13","0.08","0.25","0.20","0.32","0.02","0.88","0.28","0.29","0.59","0.24","0.43","0.24","0.68","0.35","0.45","0.09","1.00","0.09","0.09","0.40","0.64","0.72","0.79","0.98","0.70","0.79","0.00","0.12","0.00","0.69","0.67","0.62","0.53","0.15","0.13","0.11","0.08","0.91","0.06","0.22","0.15","0.36","0.45","0.37","0.20","0.22","0.66","0.0","0.01","0.84","0.20","0.20","0.30","0.46","0.05","0.00","0.11","0.10","0.10","0.17","0.24","0.30","0.21","0.76","0.27","0.25","0.01","0.00","0.09","0.77","0.20","0.00","0.79","0.01","0.22","0.02","0.00","0.06"
"988","1179"," 8","Broomfieldcity"," 6","0.02","0.53","0.01","0.92","0.13","0.10","0.44","0.47","0.25","0.14","0.04","1.00","0.45","0.84","0.41","0.53","0.19","0.11","0.30","0.44","0.36","0.36","0.49","0.37","0.19","0.38","0.01","0.12","0.05","0.11","0.45","0.19","0.81","0.50","0.38","0.34","0.50","0.45","0.32","0.45","0.46","0.58","0.79","0.82","0.87","0.69","0.69","0.72","0.00","0.09","0.01","0.42","0.39","0.47","0.49","0.10","0.08","0.09","0.09","0.90","0.06","0.24","0.25","0.59","0.65","0.38","0.74","0.08","0.30","0.5","0.02","0.85","0.70","0.04","0.33","0.75","0.13","0.11","0.21","0.18","0.16","0.33","0.33","0.42","0.32","0.36","0.56","0.31","0.00","0.00","0.10","0.40","0.47","0.42","0.59","0.06","0.09","0.17","0.00","0.11"
"989","1180","39","Westlakecity"," 6","0.03","0.43","0.01","0.95","0.18","0.02","0.32","0.34","0.19","0.47","0.04","1.00","0.59","0.65","0.18","0.79","0.44","0.05","0.51","0.64","0.65","0.61","0.77","0.87","0.73","0.83","0.00","0.04","0.09","0.15","0.61","0.13","0.55","0.39","0.55","0.15","0.76","0.30","0.32","0.26","0.29","0.51","0.91","0.94","0.95","0.88","0.36","0.35","0.00","0.03","0.01","0.19","0.27","0.29","0.31","0.09","0.11","0.11","0.11","0.84","0.04","0.24","0.22","0.43","0.53","0.11","0.80","0.03","0.42","0.5","0.04","0.73","0.71","0.01","0.63","0.77","0.02","0.08","0.28","0.32","0.36","0.55","0.52","0.58","0.53","0.22","0.37","0.18","0.00","0.00","0.20","0.69","0.59","0.77","0.77","0.04","0.14","0.17","0.00","0.03"
"990","1181","12","LakeWorthcity"," 6","0.03","0.24","0.29","0.71","0.05","0.29","0.24","0.39","0.24","0.75","0.05","1.00","0.17","0.27","0.00","0.43","0.73","0.20","0.57","0.16","0.24","0.27","0.16","0.17","0.20","0.28","0.04","0.45","0.49","0.57","0.18","0.34","0.36","0.10","0.38","0.31","0.23","0.85","0.46","0.65","0.76","0.32","0.39","0.39","0.28","0.38","0.50","0.45","0.03","0.47","0.04","0.36","0.51","0.59","0.67","0.51","0.64","0.68","0.70","0.51","0.53","0.29","0.21","0.24","0.20","0.32","0.42","0.36","0.90","0.0","0.16","0.15","0.45","0.26","0.36","0.48","0.47","0.17","0.13","0.12","0.12","0.35","0.32","0.33","0.32","0.66","0.63","0.36","0.00","0.05","0.61","0.13","0.39","0.57","0.38","0.01","0.43","0.12","0.00","0.69"
"991","1182","48","Duncanvillecity"," 6","0.04","0.55","0.24","0.74","0.13","0.12","0.51","0.48","0.29","0.19","0.06","1.00","0.48","0.80","0.34","0.54","0.25","0.10","0.35","0.47","0.41","0.42","0.33","0.32","0.41","0.41","0.01","0.09","0.12","0.20","0.47","0.25","0.73","0.29","0.39","0.29","0.53","0.39","0.29","0.57","0.51","0.56","0.70","0.71","0.75","0.61","0.55","0.66","0.01","0.15","0.01","0.14","0.20","0.37","0.46","0.03","0.04","0.07","0.08","0.89","0.04","0.20","0.22","0.60","0.62","0.53","0.63","0.15","0.27","0.5","0.04","0.75","0.62","0.05","0.29","0.75","0.11","0.10","0.18","0.18","0.20","0.38","0.41","0.45","0.42","0.48","0.37","0.17","0.00","0.00","0.10","0.64","0.56","0.74","0.76","0.03","0.26","0.05","0.00","0.19"
"992","1183","45","Florencecity"," 6","0.03","0.46","0.92","0.27","0.03","0.01","0.44","0.48","0.31","0.47","0.05","1.00","0.22","0.47","0.43","0.35","0.57","0.57","0.40","0.25","0.26","0.46","0.15","0.05","0.53","0.55","0.06","0.58","0.57","0.54","0.36","0.38","0.39","0.38","0.55","0.44","0.44","0.52","0.55","0.63","0.62","0.53","0.27","0.23","0.31","0.30","0.59","0.65","0.05","0.72","0.00","0.50","0.40","0.46","0.40","0.05","0.04","0.04","0.03","0.95","0.03","0.38","0.33","0.44","0.45","0.45","0.47","0.22","0.46","0.5","0.04","0.77","0.48","0.17","0.56","0.54","0.57","0.54","0.09","0.10","0.13","0.08","0.15","0.20","0.22","0.46","0.30","0.46","0.01","0.00","0.04","0.79","0.60","0.75","0.71","0.04","0.17","0.07","0.00","0.69"
"993","1184"," 6","Brawleycity"," 6","0.01","0.76","0.05","0.58","0.07","1.00","0.55","0.55","0.35","0.26","0.00","0.00","0.18","0.55","0.68","0.17","0.40","0.96","0.35","0.15","0.14","0.16","0.22","0.09","0.30","0.23","0.04","0.65","1.00","0.87","0.14","1.00","0.27","0.13","0.39","0.44","0.28","0.44","0.47","0.51","0.50","0.90","0.50","0.49","0.51","0.57","0.20","0.06","0.02","0.45","0.03","0.25","0.27","0.35","0.40","0.42","0.40","0.47","0.49","0.00","0.95","0.80","0.78","0.81","0.79","0.82","0.34","0.96","0.63","0.0","0.02","0.80","0.37","0.34","0.36","0.52","0.51","1.00","0.15","0.14","0.14","0.13","0.20","0.22","0.21","0.51","0.44","0.32","0.00","0.02","0.71","0.60","0.55","0.79","0.78","0.01","0.32","0.04","0.00","0.41"
"994","1185","34","Ramseyborough"," 6","0.01","0.54","0.02","0.91","0.27","0.04","0.37","0.41","0.25","0.28","0.02","1.00","0.89","0.74","0.15","0.83","0.35","0.02","0.40","0.88","0.76","0.75","0.88","0.46","0.44","0.63","0.00","0.05","0.06","0.09","0.77","0.19","0.63","0.36","0.29","0.10","0.72","0.22","0.36","0.24","0.23","0.53","0.89","0.92","0.97","0.81","0.17","0.26","0.00","0.04","0.01","0.27","0.30","0.33","0.42","0.18","0.18","0.18","0.21","0.82","0.08","0.19","0.21","0.59","0.60","0.39","0.86","0.03","0.22","0.5","0.01","0.76","0.83","0.00","0.39","0.44","0.01","0.30","0.71","0.71","0.74","0.97","0.94","1.00","0.95","0.63","0.59","0.89","0.01","0.00","0.29","0.42","0.72","0.74","0.62","0.01","0.20","0.47","0.00","0.08"
"995","1186","12","Miramarcity"," 6","0.05","0.53","0.31","0.69","0.14","0.32","0.37","0.46","0.26","0.30","0.06","1.00","0.40","0.72","0.29","0.39","0.35","0.15","0.28","0.37","0.30","0.30","0.31","0.26","0.29","0.44","0.03","0.21","0.21","0.37","0.23","0.27","0.67","0.20","0.38","0.24","0.39","0.52","0.35","0.61","0.59","0.54","0.64","0.65","0.71","0.59","0.66","0.72","0.02","0.20","0.05","0.23","0.27","0.36","0.41","0.33","0.33","0.40","0.43","0.62","0.19","0.29","0.29","0.58","0.57","0.58","0.75","0.33","0.51","0.5","0.04","0.79","0.75","0.14","0.37","0.63","0.09","0.33","0.19","0.16","0.14","0.49","0.48","0.53","0.52","0.65","0.56","0.50","0.00","0.00","0.60","0.25","0.45","0.41","0.51","0.08","0.11","0.05","0.00","0.31"
"996","1188"," 6","SantaAnacity"," 6","0.46","1.00","0.05","0.51","0.60","1.00","0.58","0.79","0.58","0.14","0.46","1.00","0.39","0.78","0.18","0.26","0.25","0.40","0.27","0.31","0.17","0.18","0.35","0.24","0.22","0.23","0.47","0.48","1.00","0.90","0.15","0.56","0.59","0.70","0.11","0.79","0.15","0.30","0.74","0.45","0.38","1.00","0.64","0.51","0.72","0.67","0.54","0.43","0.28","0.51","1.00","0.60","0.68","0.71","0.77","1.00","1.00","1.00","1.00","0.00","1.00","1.00","1.00","1.00","1.00","1.00","0.28","1.00","0.75","0.0","0.18","0.84","0.36","0.25","0.16","0.60","0.27","0.47","0.49","0.48","0.46","0.70","0.68","0.81","0.67","0.77","0.75","0.18","0.11","0.58","1.00","0.28","0.35","0.62","0.48","0.08","0.91","0.48","0.59","0.45"
"997","1190","40","Woodwardcity"," 6","0.00","0.41","0.00","0.93","0.03","0.06","0.38","0.43","0.22","0.42","0.00","0.00","0.19","0.56","1.00","0.38","0.47","0.25","0.30","0.20","0.20","0.20","0.08","0.07","0.25","0.17","0.02","0.40","0.34","0.46","0.21","0.25","0.49","0.14","0.32","0.48","0.26","0.60","0.21","0.62","0.64","0.44","0.64","0.69","0.80","0.66","0.43","0.53","0.00","0.08","0.00","0.00","0.00","0.29","0.25","0.00","0.00","0.02","0.01","0.95","0.02","0.16","0.16","0.42","0.40","0.46","0.60","0.14","0.47","0.5","0.04","0.36","0.62","0.13","0.82","0.63","0.48","0.07","0.04","0.04","0.05","0.11","0.11","0.10","0.13","0.24","0.34","0.17","0.00","0.00","0.03","0.68","0.53","0.72","0.78","0.04","0.08","0.01","0.00","0.19"
"998","1191","33","Somersworthcity"," 6","0.00","0.40","0.01","0.97","0.07","0.01","0.34","0.53","0.33","0.36","0.02","1.00","0.35","0.64","0.08","0.48","0.45","0.30","0.55","0.36","0.29","0.28","0.28","0.15","0.18","0.79","0.01","0.17","0.41","0.43","0.20","0.31","0.67","0.78","0.22","0.57","0.29","0.51","0.38","0.57","0.57","0.42","0.59","0.62","0.66","0.60","0.63","0.75","0.00","0.20","0.00","0.10","0.18","0.39","0.40","0.03","0.04","0.08","0.08","0.76","0.06","0.18","0.17","0.44","0.49","0.39","0.51","0.09","0.62","0.0","0.02","0.71","0.49","0.13","0.25","0.48","0.31","0.35","0.26","0.25","0.23","0.34","0.40","0.44","0.39","0.45","0.66","0.67","0.01","0.00","0.11","0.58","0.46","0.56","0.48","0.03","0.10","0.06","0.00","0.03"
"999","1192"," 8","Lafayettecity"," 6","0.01","0.46","0.02","0.84","0.13","0.27","0.29","0.43","0.16","0.15","0.00","0.00","0.37","0.81","0.29","0.46","0.18","0.17","0.19","0.33","0.32","0.31","0.37","0.19","0.35","0.36","0.01","0.21","0.18","0.24","0.45","0.20","0.81","0.57","0.36","0.37","0.49","0.69","0.30","0.73","0.74","0.54","0.64","0.69","0.72","0.53","0.68","0.71","0.00","0.09","0.00","0.33","0.51","0.47","0.65","0.12","0.17","0.14","0.18","0.82","0.13","0.23","0.22","0.51","0.52","0.47","0.68","0.16","0.48","0.5","0.02","0.74","0.67","0.04","0.40","0.81","0.15","0.00","0.19","0.17","0.14","0.38","0.40","0.46","0.41","0.61","0.61","0.65","0.01","0.00","0.15","0.40","0.36","0.56","0.49","0.02","0.18","0.13","0.00","0.15"
"1000","1193","48","Athenscity"," 6","0.00","0.42","0.38","0.59","0.02","0.15","0.51","0.50","0.38","0.58","0.00","0.00","0.12","0.37","0.38","0.38","0.59","0.46","0.39","0.15","0.19","0.25","0.15","0.24","0.29","0.11","0.02","0.58","0.62","0.61","0.24","0.60","0.30","0.28","0.50","0.44","0.34","0.62","0.34","0.65","0.67","0.47","0.47","0.48","0.48","0.53","0.50","0.48","0.01","0.21","0.00","0.78","0.89","0.94","0.91","0.28","0.28","0.27","0.24","0.85","0.21","0.32","0.28","0.38","0.34","0.48","0.46","0.32","0.55","0.0","0.03","0.47","0.50","0.28","0.51","0.65","0.87","0.55","0.05","0.06","0.09","0.12","0.15","0.17","0.17","0.45","0.34","0.89","0.00","0.00","0.15","0.80","0.44","0.51","0.75","0.04","0.07","0.00","0.00","0.54"
"1001","1194","42","Scotttownship"," 6","0.01","0.25","0.01","0.97","0.08","0.01","0.19","0.39","0.22","0.61","0.03","1.00","0.38","0.57","0.28","0.77","0.56","0.10","0.65","0.42","0.45","0.42","0.34","0.03","1.00","0.61","0.01","0.10","0.21","0.28","0.48","0.13","0.55","0.21","0.54","0.19","0.60","0.29","0.45","0.29","0.31","0.33","0.79","0.82","0.89","0.65","0.62","0.61","0.00","0.06","0.00","0.15","0.18","0.28","0.28","0.03","0.03","0.05","0.04","0.90","0.03","0.05","0.05","0.25","0.35","0.08","0.69","0.03","0.54","0.5","0.02","0.86","0.62","0.02","0.36","0.40","0.04","0.08","0.14","0.13","0.12","0.39","0.42","0.45","0.41","0.22","0.35","0.49","0.00","0.00","0.09","0.90","0.70","0.85","0.84","0.01","0.36","0.66","0.00","0.02"
"1002","1195","34","Middletownship"," 6","0.01","0.49","0.26","0.77","0.07","0.03","0.31","0.37","0.21","0.59","0.00","0.00","0.31","0.49","0.35","0.46","0.63","0.27","0.62","0.30","0.29","0.30","0.21","0.31","0.40","0.18","0.01","0.20","0.38","0.52","0.17","0.52","0.38","0.10","0.52","0.39","0.24","0.48","0.31","0.40","0.45","0.48","0.66","0.64","0.71","0.60","0.63","0.67","0.01","0.36","0.00","0.21","0.57","0.54","0.53","0.04","0.10","0.09","0.08","0.92","0.03","0.28","0.27","0.47","0.43","0.54","0.79","0.12","0.51","0.5","0.08","0.00","0.81","0.24","0.76","0.60","0.18","0.40","0.19","0.20","0.23","0.41","0.42","0.46","0.44","0.43","0.63","0.47","0.02","0.00","0.08","0.55","0.62","0.76","0.72","0.21","0.02","0.07","0.00","0.10"
"1003","1196","25","Watertowntown"," 6","0.04","0.28","0.03","0.95","0.14","0.03","0.16","0.55","0.28","0.55","0.05","1.00","0.52","0.58","0.26","0.72","0.49","0.22","0.53","0.52","0.52","0.51","0.52","0.00","0.38","0.59","0.02","0.14","0.28","0.26","0.68","0.25","0.64","0.34","0.73","0.19","0.77","0.26","0.73","0.26","0.27","0.35","0.69","0.71","0.84","0.69","0.69","0.63","0.01","0.17","0.04","0.25","0.30","0.32","0.36","0.29","0.30","0.30","0.31","0.63","0.24","0.14","0.11","0.29","0.34","0.30","0.33","0.06","0.68","0.0","0.03","0.87","0.32","0.10","0.49","0.00","0.04","0.12","0.54","0.51","0.50","0.63","0.73","0.87","0.77","0.33","0.36","0.61","0.00","0.00","0.50","0.59","0.63","0.63","0.60","0.01","0.68","0.92","0.00","0.31"
"1004","1197","13","EastPointcity"," 6","0.04","0.40","1.00","0.00","0.04","0.03","0.40","0.50","0.34","0.37","0.05","1.00","0.25","0.61","0.11","0.23","0.44","0.45","0.44","0.25","0.25","0.33","0.29","0.34","0.26","0.50","0.05","0.44","0.33","0.48","0.28","0.56","0.53","0.21","0.36","0.51","0.31","0.70","0.59","0.85","0.83","0.49","0.16","0.20","0.30","0.19","0.81","0.86","0.06","0.81","0.01","0.66","0.71","0.69","0.74","0.15","0.14","0.12","0.12","0.91","0.11","0.35","0.30","0.43","0.41","0.49","0.34","0.29","0.66","0.0","0.12","0.37","0.38","0.65","0.37","0.44","0.55","0.57","0.12","0.11","0.11","0.30","0.30","0.32","0.33","0.56","0.40","0.33","0.00","0.01","0.09","0.67","0.47","0.66","0.58","0.04","0.21","0.90","0.00","0.65"
"1005","1198","34","OldBridgetownship"," 6","0.07","0.53","0.07","0.84","0.38","0.09","0.35","0.48","0.28","0.26","0.09","0.97","0.59","0.78","0.23","0.56","0.32","0.14","0.41","0.57","0.47","0.46","0.45","0.27","0.38","0.50","0.02","0.08","0.17","0.27","0.38","0.25","0.68","0.36","0.28","0.36","0.45","0.26","0.40","0.31","0.30","0.57","0.83","0.83","0.88","0.68","0.29","0.39","0.01","0.10","0.04","0.30","0.35","0.39","0.43","0.25","0.25","0.26","0.26","0.74","0.11","0.22","0.23","0.58","0.68","0.36","0.68","0.10","0.49","0.5","0.06","0.80","0.62","0.11","0.63","0.56","0.05","0.15","0.42","0.40","0.37","0.62","0.55","0.57","0.53","0.37","0.67","0.74","0.00","0.00","0.35","0.47","0.67","0.55","0.53","0.11","0.12","0.77","0.35","0.06"
"1006","1199","42","Hilltowntownship"," 7","0.00","0.60","0.01","0.97","0.06","0.02","0.37","0.40","0.24","0.31","0.00","0.17","0.55","0.78","0.94","0.72","0.36","0.13","0.40","0.50","0.41","0.39","0.09","0.00","0.67","0.19","0.00","0.07","0.16","0.27","0.37","0.05","0.71","0.60","0.29","0.50","0.37","0.23","0.27","0.20","0.22","0.56","0.86","0.88","0.84","0.78","0.42","0.44","0.00","0.03","0.00","0.28","0.21","0.36","0.40","0.06","0.04","0.06","0.06","0.92","0.03","0.23","0.27","0.66","0.65","0.52","0.84","0.05","0.18","0.5","0.00","0.93","0.83","0.00","0.40","0.63","0.03","0.00","0.35","0.39","0.38","0.41","0.43","0.49","0.46","0.38","0.51","0.26","0.00","0.00","0.09","0.86","0.76","0.68","0.83","0.08","0.03","0.03","0.00","0.02"
"1007","1200","18","Vincennescity"," 7","0.02","0.43","0.05","0.95","0.04","0.01","0.87","0.71","0.74","0.51","0.00","0.00","0.12","0.39","0.62","0.40","0.61","0.39","0.45","0.19","0.17","0.16","0.18","0.24","0.12","0.19","0.03","0.55","0.39","0.48","0.20","0.58","0.26","0.19","0.65","0.46","0.33","0.42","0.72","0.55","0.51","0.37","0.54","0.58","0.68","0.40","0.72","0.66","0.00","0.12","0.00","1.00","0.98","0.83","0.71","0.08","0.06","0.05","0.04","0.96","0.02","0.16","0.13","0.29","0.35","0.24","0.54","0.07","0.64","0.0","0.04","0.59","0.51","0.20","0.34","0.27","0.68","0.34","0.05","0.04","0.05","0.10","0.14","0.14","0.14","0.67","0.23","0.44","0.01","0.00","0.02","0.82","0.49","0.57","0.80","0.02","0.26","0.03","0.00","0.06"
"1008","1201","12","Tallahasseecity"," 7","0.18","0.34","0.57","0.52","0.11","0.05","0.84","0.91","0.90","0.26","0.20","1.00","0.20","0.73","0.22","0.42","0.27","0.21","0.32","0.31","0.28","0.35","0.20","0.20","0.23","0.32","0.23","0.59","0.19","0.23","0.66","0.33","0.54","0.04","0.69","0.15","0.63","0.47","0.87","0.54","0.53","0.35","0.36","0.38","0.46","0.33","0.75","0.79","0.12","0.64","0.04","0.58","0.57","0.62","0.63","0.18","0.16","0.16","0.14","0.89","0.05","0.16","0.11","0.27","0.36","0.25","0.34","0.19","0.65","0.0","0.25","0.65","0.32","0.17","0.19","0.73","0.20","0.16","0.13","0.14","0.15","0.25","0.28","0.33","0.31","0.77","0.34","0.37","0.09","0.07","0.13","0.47","0.25","0.26","0.45","0.18","0.16","0.16","0.68","0.82"
"1009","1202","34","Madisonborough"," 7","0.01","0.59","0.09","0.88","0.18","0.05","0.69","0.67","0.65","0.42","0.03","1.00","0.74","0.65","0.20","0.86","0.44","0.08","0.56","0.76","0.81","0.83","0.36","0.03","0.32","0.38","0.00","0.08","0.21","0.19","0.81","0.17","0.51","0.22","0.59","0.14","0.76","0.17","0.66","0.22","0.21","0.40","0.80","0.80","0.89","0.69","0.31","0.31","0.00","0.09","0.01","0.27","0.36","0.45","0.47","0.20","0.23","0.26","0.26","0.77","0.15","0.14","0.15","0.41","0.49","0.27","0.65","0.07","0.38","0.5","0.01","0.91","0.60","0.09","0.40","0.25","0.03","0.14","0.68","0.67","0.73","0.70","0.75","0.89","0.74","0.40","0.49","0.44","0.01","0.00","0.31","0.49","0.52","0.45","0.49","0.01","0.32","0.40","0.00","0.02"
"1010","1204","44","Barringtontown"," 7","0.01","0.53","0.01","0.98","0.06","0.01","0.36","0.32","0.20","0.45","0.03","1.00","0.68","0.61","0.28","0.76","0.50","0.12","0.47","0.67","0.68","0.66","0.34","0.22","0.81","0.55","0.00","0.03","0.09","0.17","0.76","0.21","0.56","0.33","0.76","0.12","0.80","0.15","0.30","0.23","0.20","0.49","0.90","0.92","0.93","0.83","0.31","0.36","0.00","0.00","0.00","0.34","0.29","0.32","0.41","0.11","0.08","0.08","0.09","0.88","0.03","0.10","0.13","0.55","0.54","0.39","0.92","0.02","0.17","0.5","0.01","0.88","0.90","0.14","0.70","0.27","0.01","0.12","0.45","0.49","0.56","0.48","0.53","0.73","0.60","0.44","0.55","0.53","0.00","0.00","0.13","0.50","0.78","0.63","0.61","0.02","0.16","0.14","0.00","0.03"
"1011","1205","12","CoralGablescity"," 7","0.05","0.41","0.07","0.90","0.11","0.78","0.55","0.53","0.52","0.58","0.06","1.00","0.59","0.57","0.33","0.68","0.52","0.17","0.40","0.74","0.89","0.90","0.19","0.59","0.32","0.99","0.02","0.16","0.16","0.15","0.81","0.21","0.46","0.09","0.83","0.03","0.86","0.39","0.65","0.53","0.49","0.35","0.73","0.72","0.79","0.66","0.28","0.30","0.01","0.09","0.10","0.27","0.29","0.30","0.33","0.67","0.63","0.60","0.60","0.16","0.45","0.20","0.17","0.31","0.41","0.16","0.63","0.29","0.56","0.0","0.06","0.74","0.56","0.19","0.35","0.35","0.07","0.02","0.49","0.59","0.76","0.46","0.43","0.52","0.43","0.54","0.51","0.44","0.00","0.00","1.00","0.15","0.43","0.54","0.35","0.03","0.28","0.17","0.62","0.40"
"1012","1206","34","Hopatcongborough"," 7","0.01","0.58","0.03","0.94","0.11","0.06","0.38","0.49","0.26","0.17","0.02","1.00","0.60","0.83","0.40","0.57","0.23","0.13","0.33","0.56","0.43","0.42","0.35","0.00","0.30","0.50","0.00","0.07","0.14","0.22","0.32","0.25","0.78","0.45","0.23","0.35","0.39","0.27","0.38","0.27","0.27","0.60","0.87","0.89","0.92","0.79","0.36","0.52","0.00","0.10","0.01","0.19","0.19","0.20","0.31","0.08","0.07","0.07","0.10","0.86","0.04","0.24","0.25","0.64","0.62","0.52","0.90","0.07","0.38","0.5","0.04","0.42","0.90","0.25","0.73","0.46","0.11","0.00","0.37","0.35","0.31","0.65","0.67","0.80","0.85","0.63","0.79","0.76","0.00","0.00","0.18","0.65","0.68","0.48","0.84","0.03","0.12","0.10","0.00","0.05"
